Categorie,Sous_categorie,Produit_process,Unite,Type_prestation,Prestation,Emissions_CO2
Maçonnerie - Gros œuvre,Infrastructure,Dalle hérisson,m²,simple,Pose + fourniture,122.8
Maçonnerie - Gros œuvre,Infrastructure,Dalle hérisson,m²,simple,Dépose + fourniture + pose,150.8
Maçonnerie - Gros œuvre,Infrastructure,Radier,m3,simple,Dépose matériaux sinistrés,26.99
Maçonnerie - Gros œuvre,Infrastructure,Radier,m3,simple,Fourniture matériaux neufs,169.99
Maçonnerie - Gros œuvre,Infrastructure,Radier,m3,simple,Pose matériaux neufs,54.28
Maçonnerie - Gros œuvre,Infrastructure,Radier,m3,simple,Pose + fourniture,224.27
Maçonnerie - Gros œuvre,Infrastructure,Radier,m3,simple,Dépose + fourniture + pose,251.26
Maçonnerie - Gros œuvre,Infrastructure,Drainage verticaux,ml,simple,Dépose matériaux sinistrés,0.67
Maçonnerie - Gros œuvre,Infrastructure,Drainage verticaux,ml,simple,Fourniture matériaux neufs,4.73
Maçonnerie - Gros œuvre,Infrastructure,Drainage verticaux,ml,simple,Pose matériaux neufs,0.51
Maçonnerie - Gros œuvre,Infrastructure,Drainage verticaux,ml,simple,Pose + fourniture,5.24
Maçonnerie - Gros œuvre,Infrastructure,Drainage verticaux,ml,simple,Dépose + fourniture + pose,5.91
Maçonnerie - Gros œuvre,Infrastructure,Delta MS,m²,simple,Dépose matériaux sinistrés,7.08
Maçonnerie - Gros œuvre,Infrastructure,Delta MS,m²,simple,Fourniture matériaux neufs,23.55
Maçonnerie - Gros œuvre,Infrastructure,Delta MS,m²,simple,Pose matériaux neufs,1.52
Maçonnerie - Gros œuvre,Infrastructure,Delta MS,m²,simple,Pose + fourniture,25.07
Maçonnerie - Gros œuvre,Infrastructure,Delta MS,m²,simple,Dépose + fourniture + pose,32.15
Maçonnerie - Gros œuvre,Infrastructure,Enduit/ mortier hydrofuge,m²,simple,Dépose matériaux sinistrés,10.9
Maçonnerie - Gros œuvre,Infrastructure,Enduit/ mortier hydrofuge,m²,simple,Fourniture matériaux neufs,12.7
Maçonnerie - Gros œuvre,Infrastructure,Enduit/ mortier hydrofuge,m²,simple,Pose matériaux neufs,1.25
Maçonnerie - Gros œuvre,Infrastructure,Enduit/ mortier hydrofuge,m²,simple,Pose + fourniture,13.94
Maçonnerie - Gros œuvre,Infrastructure,Enduit/ mortier hydrofuge,m²,simple,Dépose + fourniture + pose,24.84
Maçonnerie - Gros œuvre,Infrastructure,Imperméabilisation,m²,simple,Dépose matériaux sinistrés,1.83
Maçonnerie - Gros œuvre,Infrastructure,Imperméabilisation,m²,simple,Fourniture matériaux neufs,11.68
Maçonnerie - Gros œuvre,Infrastructure,Imperméabilisation,m²,simple,Pose matériaux neufs,0.0
Maçonnerie - Gros œuvre,Infrastructure,Imperméabilisation,m²,simple,Pose + fourniture,11.68
Maçonnerie - Gros œuvre,Infrastructure,Imperméabilisation,m²,simple,Dépose + fourniture + pose,13.51
Maçonnerie - Gros œuvre,Infrastructure,Terrassement,m²,simple,Dépose matériaux sinistrés,1.62
Maçonnerie - Gros œuvre,Infrastructure,Terrassement,m²,simple,Fourniture matériaux neufs,2.51
Maçonnerie - Gros œuvre,Infrastructure,Terrassement,m²,simple,Pose matériaux neufs,3.06
Maçonnerie - Gros œuvre,Infrastructure,Terrassement,m²,simple,Pose + fourniture,5.57
Maçonnerie - Gros œuvre,Infrastructure,Terrassement,m²,simple,Dépose + fourniture + pose,7.19
Maçonnerie - Gros œuvre,Infrastructure,Semelle isolée,m3,simple,Dépose matériaux sinistrés,26.62
Maçonnerie - Gros œuvre,Infrastructure,Semelle isolée,m3,simple,Fourniture matériaux neufs,210.43
Maçonnerie - Gros œuvre,Infrastructure,Semelle isolée,m3,simple,Pose matériaux neufs,50.48
Maçonnerie - Gros œuvre,Infrastructure,Semelle isolée,m3,simple,Pose + fourniture,260.91
Maçonnerie - Gros œuvre,Infrastructure,Semelle isolée,m3,simple,Dépose + fourniture + pose,287.53
Maçonnerie - Gros œuvre,Infrastructure,Paroi berlinoise,m²,composée,Dépose matériaux sinistrés,11.84
Maçonnerie - Gros œuvre,Infrastructure,Paroi berlinoise,m²,composée,Fourniture matériaux neufs,323.63
Maçonnerie - Gros œuvre,Infrastructure,Paroi berlinoise,m²,composée,Pose matériaux neufs,31.93
Maçonnerie - Gros œuvre,Infrastructure,Paroi berlinoise,m²,composée,Pose + fourniture,355.55
Maçonnerie - Gros œuvre,Infrastructure,Paroi berlinoise,m²,composée,Dépose + fourniture + pose,367.39
Maçonnerie - Gros œuvre,Infrastructure,Isolant sous dallage,m²,simple,Dépose matériaux sinistrés,2.87
Maçonnerie - Gros œuvre,Infrastructure,Isolant sous dallage,m²,simple,Fourniture matériaux neufs,57.94
Maçonnerie - Gros œuvre,Infrastructure,Isolant sous dallage,m²,simple,Pose matériaux neufs,4.18
Maçonnerie - Gros œuvre,Infrastructure,Isolant sous dallage,m²,simple,Pose + fourniture,62.11
Maçonnerie - Gros œuvre,Infrastructure,Isolant sous dallage,m²,simple,Dépose + fourniture + pose,64.98
Maçonnerie - Gros œuvre,Infrastructure,Geotextile,m²,simple,Dépose matériaux sinistrés,0.18
Maçonnerie - Gros œuvre,Infrastructure,Geotextile,m²,simple,Fourniture matériaux neufs,1.51
Maçonnerie - Gros œuvre,Infrastructure,Geotextile,m²,simple,Pose matériaux neufs,0.22
Maçonnerie - Gros œuvre,Infrastructure,Geotextile,m²,simple,Pose + fourniture,1.73
Maçonnerie - Gros œuvre,Infrastructure,Geotextile,m²,simple,Dépose + fourniture + pose,1.91
Maçonnerie - Gros œuvre,Infrastructure,Cuvelage,m²,simple,Dépose matériaux sinistrés,0.23
Maçonnerie - Gros œuvre,Infrastructure,Cuvelage,m²,simple,Fourniture matériaux neufs,3.01
Maçonnerie - Gros œuvre,Infrastructure,Cuvelage,m²,simple,Pose matériaux neufs,0.87
Maçonnerie - Gros œuvre,Infrastructure,Cuvelage,m²,simple,Pose + fourniture,3.89
Maçonnerie - Gros œuvre,Infrastructure,Cuvelage,m²,simple,Dépose + fourniture + pose,4.11
Maçonnerie - Gros œuvre,Infrastructure,Membrane bentonique,m²,simple,Dépose matériaux sinistrés,7.16
Maçonnerie - Gros œuvre,Infrastructure,Membrane bentonique,m²,simple,Fourniture matériaux neufs,11.63
Maçonnerie - Gros œuvre,Infrastructure,Membrane bentonique,m²,simple,Pose matériaux neufs,2.45
Maçonnerie - Gros œuvre,Infrastructure,Membrane bentonique,m²,simple,Pose + fourniture,14.08
Maçonnerie - Gros œuvre,Infrastructure,Membrane bentonique,m²,simple,Dépose + fourniture + pose,21.24
Maçonnerie - Gros œuvre,Infrastructure,Membrane biotextile,m²,simple,Dépose matériaux sinistrés,0.18
Maçonnerie - Gros œuvre,Infrastructure,Membrane biotextile,m²,simple,Fourniture matériaux neufs,1.51
Maçonnerie - Gros œuvre,Infrastructure,Membrane biotextile,m²,simple,Pose matériaux neufs,0.22
Maçonnerie - Gros œuvre,Infrastructure,Membrane biotextile,m²,simple,Pose + fourniture,1.73
Maçonnerie - Gros œuvre,Infrastructure,Membrane biotextile,m²,simple,Dépose + fourniture + pose,1.91
Maçonnerie - Gros œuvre,Infrastructure,Injection béton,m3,simple,Dépose matériaux sinistrés,26.84
Maçonnerie - Gros œuvre,Infrastructure,Injection béton,m3,simple,Fourniture matériaux neufs,175.72
Maçonnerie - Gros œuvre,Infrastructure,Injection béton,m3,simple,Pose matériaux neufs,12.1
Maçonnerie - Gros œuvre,Infrastructure,Injection béton,m3,simple,Pose + fourniture,187.82
Maçonnerie - Gros œuvre,Infrastructure,Injection béton,m3,simple,Dépose + fourniture + pose,214.66
Maçonnerie - Gros œuvre,Infrastructure,Injection résine,m3,simple,Dépose matériaux sinistrés,0.0
Maçonnerie - Gros œuvre,Infrastructure,Injection résine,m3,simple,Fourniture matériaux neufs,5632.0
Maçonnerie - Gros œuvre,Infrastructure,Injection résine,m3,simple,Pose matériaux neufs,0.0
Maçonnerie - Gros œuvre,Infrastructure,Injection résine,m3,simple,Pose + fourniture,5632.0
Maçonnerie - Gros œuvre,Infrastructure,Injection résine,m3,simple,Dépose + fourniture + pose,5632.0
Maçonnerie - Gros œuvre,Superstructure,"Agglo creux, parpaing",m²,simple,Dépose matériaux sinistrés,4.33
Maçonnerie - Gros œuvre,Superstructure,"Agglo creux, parpaing",m²,simple,Fourniture matériaux neufs,35.23
Maçonnerie - Gros œuvre,Superstructure,"Agglo creux, parpaing",m²,simple,Pose matériaux neufs,33.36
Maçonnerie - Gros œuvre,Superstructure,"Agglo creux, parpaing",m²,simple,Pose + fourniture,68.58
Maçonnerie - Gros œuvre,Superstructure,"Agglo creux, parpaing",m²,simple,Dépose + fourniture + pose,72.91
Maçonnerie - Gros œuvre,Superstructure,Brique creuse,m²,simple,Dépose matériaux sinistrés,3.11
Maçonnerie - Gros œuvre,Superstructure,Brique creuse,m²,simple,Fourniture matériaux neufs,7.13
Maçonnerie - Gros œuvre,Superstructure,Brique creuse,m²,simple,Pose matériaux neufs,2.62
Maçonnerie - Gros œuvre,Superstructure,Brique creuse,m²,simple,Pose + fourniture,9.76
Maçonnerie - Gros œuvre,Superstructure,Brique creuse,m²,simple,Dépose + fourniture + pose,12.86
Maçonnerie - Gros œuvre,Superstructure,Brique pleine,m²,simple,Dépose matériaux sinistrés,3.43
Maçonnerie - Gros œuvre,Superstructure,Brique pleine,m²,simple,Fourniture matériaux neufs,56.87
Maçonnerie - Gros œuvre,Superstructure,Brique pleine,m²,simple,Pose matériaux neufs,19.76
Maçonnerie - Gros œuvre,Superstructure,Brique pleine,m²,simple,Pose + fourniture,76.64
Maçonnerie - Gros œuvre,Superstructure,Brique pleine,m²,simple,Dépose + fourniture + pose,80.07
Maçonnerie - Gros œuvre,Superstructure,Joint de dilatation/ rupture,ml,simple,Dépose matériaux sinistrés,0.36
Maçonnerie - Gros œuvre,Superstructure,Joint de dilatation/ rupture,ml,simple,Fourniture matériaux neufs,4.3
Maçonnerie - Gros œuvre,Superstructure,Joint de dilatation/ rupture,ml,simple,Pose matériaux neufs,0.4
Maçonnerie - Gros œuvre,Superstructure,Joint de dilatation/ rupture,ml,simple,Pose + fourniture,4.7
Maçonnerie - Gros œuvre,Superstructure,Joint de dilatation/ rupture,ml,simple,Dépose + fourniture + pose,5.06
Maçonnerie - Gros œuvre,Superstructure,Pose de carreaux béton cellulaire,m²,simple,Dépose matériaux sinistrés,1.46
Maçonnerie - Gros œuvre,Superstructure,Pose de carreaux béton cellulaire,m²,simple,Fourniture matériaux neufs,38.76
Maçonnerie - Gros œuvre,Superstructure,Pose de carreaux béton cellulaire,m²,simple,Pose matériaux neufs,6.7
Maçonnerie - Gros œuvre,Superstructure,Pose de carreaux béton cellulaire,m²,simple,Pose + fourniture,45.46
Maçonnerie - Gros œuvre,Superstructure,Pose de carreaux béton cellulaire,m²,simple,Dépose + fourniture + pose,46.92
Maçonnerie - Gros œuvre,Superstructure,Construction de petit ouvrage béton,m3,simple,Dépose matériaux sinistrés,26.84
Maçonnerie - Gros œuvre,Superstructure,Construction de petit ouvrage béton,m3,simple,Fourniture matériaux neufs,175.72
Maçonnerie - Gros œuvre,Superstructure,Construction de petit ouvrage béton,m3,simple,Pose matériaux neufs,12.1
Maçonnerie - Gros œuvre,Superstructure,Construction de petit ouvrage béton,m3,simple,Pose + fourniture,187.82
Maçonnerie - Gros œuvre,Superstructure,Construction de petit ouvrage béton,m3,simple,Dépose + fourniture + pose,214.66
Maçonnerie - Gros œuvre,Superstructure,Remplacement grillage déroulé et piquets,ml,simple,Dépose matériaux sinistrés,1.56
Maçonnerie - Gros œuvre,Superstructure,Remplacement grillage déroulé et piquets,ml,simple,Fourniture matériaux neufs,25.71
Maçonnerie - Gros œuvre,Superstructure,Remplacement grillage déroulé et piquets,ml,simple,Pose matériaux neufs,7.88
Maçonnerie - Gros œuvre,Superstructure,Remplacement grillage déroulé et piquets,ml,simple,Pose + fourniture,33.59
Maçonnerie - Gros œuvre,Superstructure,Remplacement grillage déroulé et piquets,ml,simple,Dépose + fourniture + pose,35.14
Maçonnerie - Gros œuvre,Superstructure,Escalier béton,m,simple,Dépose matériaux sinistrés,8.84
Maçonnerie - Gros œuvre,Superstructure,Escalier béton,m,simple,Fourniture matériaux neufs,365.05
Maçonnerie - Gros œuvre,Superstructure,Escalier béton,m,simple,Pose matériaux neufs,60.56
Maçonnerie - Gros œuvre,Superstructure,Escalier béton,m,simple,Pose + fourniture,425.61
Maçonnerie - Gros œuvre,Superstructure,Escalier béton,m,simple,Dépose + fourniture + pose,434.46
Maçonnerie - Gros œuvre,Superstructure,Remplacement piquet scellé,u,simple,Dépose matériaux sinistrés,0.0
Maçonnerie - Gros œuvre,Superstructure,Remplacement piquet scellé,u,simple,Fourniture matériaux neufs,4.77
Maçonnerie - Gros œuvre,Superstructure,Remplacement piquet scellé,u,simple,Pose matériaux neufs,0.0
Maçonnerie - Gros œuvre,Superstructure,Remplacement piquet scellé,u,simple,Pose + fourniture,4.77
Maçonnerie - Gros œuvre,Superstructure,Remplacement piquet scellé,u,simple,Dépose + fourniture + pose,4.77
Maçonnerie - Gros œuvre,Superstructure,Panneau grillagé rigide - hauteur 180,ml,simple,Dépose matériaux sinistrés,1.56
Maçonnerie - Gros œuvre,Superstructure,Panneau grillagé rigide - hauteur 180,ml,simple,Fourniture matériaux neufs,25.71
Maçonnerie - Gros œuvre,Superstructure,Panneau grillagé rigide - hauteur 180,ml,simple,Pose matériaux neufs,7.88
Maçonnerie - Gros œuvre,Superstructure,Panneau grillagé rigide - hauteur 180,ml,simple,Pose + fourniture,33.59
Maçonnerie - Gros œuvre,Superstructure,Panneau grillagé rigide - hauteur 180,ml,simple,Dépose + fourniture + pose,35.14
Maçonnerie - Gros œuvre,Superstructure,Arase,m3,simple,Dépose matériaux sinistrés,26.84
Maçonnerie - Gros œuvre,Superstructure,Arase,m3,simple,Fourniture matériaux neufs,175.72
Maçonnerie - Gros œuvre,Superstructure,Arase,m3,simple,Pose matériaux neufs,12.1
Maçonnerie - Gros œuvre,Superstructure,Arase,m3,simple,Pose + fourniture,187.82
Maçonnerie - Gros œuvre,Superstructure,Arase,m3,simple,Dépose + fourniture + pose,214.66
Maçonnerie - Gros œuvre,Superstructure,Dallage en béton armé,m²,simple,Dépose matériaux sinistrés,5.37
Maçonnerie - Gros œuvre,Superstructure,Dallage en béton armé,m²,simple,Fourniture matériaux neufs,39.08
Maçonnerie - Gros œuvre,Superstructure,Dallage en béton armé,m²,simple,Pose matériaux neufs,16.64
Maçonnerie - Gros œuvre,Superstructure,Dallage en béton armé,m²,simple,Pose + fourniture,55.72
Maçonnerie - Gros œuvre,Superstructure,Dallage en béton armé,m²,simple,Dépose + fourniture + pose,61.09
Maçonnerie - Gros œuvre,Superstructure,Dallage en béton désactivé,m3,simple,Dépose matériaux sinistrés,274.57
Maçonnerie - Gros œuvre,Superstructure,Dallage en béton désactivé,m3,simple,Fourniture matériaux neufs,602.46
Maçonnerie - Gros œuvre,Superstructure,Dallage en béton désactivé,m3,simple,Pose matériaux neufs,64.15
Maçonnerie - Gros œuvre,Superstructure,Dallage en béton désactivé,m3,simple,Pose + fourniture,666.61
Maçonnerie - Gros œuvre,Superstructure,Dallage en béton désactivé,m3,simple,Dépose + fourniture + pose,941.18
Maçonnerie - Gros œuvre,Superstructure,Réalisation de seuil de porte de garage,ml,simple,Dépose matériaux sinistrés,6.74
Maçonnerie - Gros œuvre,Superstructure,Réalisation de seuil de porte de garage,ml,simple,Fourniture matériaux neufs,22.22
Maçonnerie - Gros œuvre,Superstructure,Réalisation de seuil de porte de garage,ml,simple,Pose matériaux neufs,10.19
Maçonnerie - Gros œuvre,Superstructure,Réalisation de seuil de porte de garage,ml,simple,Pose + fourniture,32.41
Maçonnerie - Gros œuvre,Superstructure,Réalisation de seuil de porte de garage,ml,simple,Dépose + fourniture + pose,39.15
Maçonnerie - Gros œuvre,Superstructure,Voile béton,m²,simple,Dépose matériaux sinistrés,3.75
Maçonnerie - Gros œuvre,Superstructure,Voile béton,m²,simple,Fourniture matériaux neufs,89.1
Maçonnerie - Gros œuvre,Superstructure,Voile béton,m²,simple,Pose matériaux neufs,34.98
Maçonnerie - Gros œuvre,Superstructure,Voile béton,m²,simple,Pose + fourniture,124.08
Maçonnerie - Gros œuvre,Superstructure,Voile béton,m²,simple,Dépose + fourniture + pose,127.83
Maçonnerie - Gros œuvre,Superstructure,Linteaux,ml,simple,Dépose matériaux sinistrés,0.31
Maçonnerie - Gros œuvre,Superstructure,Linteaux,ml,simple,Fourniture matériaux neufs,6.77
Maçonnerie - Gros œuvre,Superstructure,Linteaux,ml,simple,Pose matériaux neufs,1.47
Maçonnerie - Gros œuvre,Superstructure,Linteaux,ml,simple,Pose + fourniture,8.25
Maçonnerie - Gros œuvre,Superstructure,Linteaux,ml,simple,Dépose + fourniture + pose,8.56
Maçonnerie - Gros œuvre,Superstructure,Acrotère,ml,simple,Dépose matériaux sinistrés,4.35
Maçonnerie - Gros œuvre,Superstructure,Acrotère,ml,simple,Fourniture matériaux neufs,33.49
Maçonnerie - Gros œuvre,Superstructure,Acrotère,ml,simple,Pose matériaux neufs,16.17
Maçonnerie - Gros œuvre,Superstructure,Acrotère,ml,simple,Pose + fourniture,49.67
Maçonnerie - Gros œuvre,Superstructure,Acrotère,ml,simple,Dépose + fourniture + pose,54.01
Maçonnerie - Gros œuvre,Superstructure,Appuis de fenêtres,ml,simple,Dépose matériaux sinistrés,1.13
Maçonnerie - Gros œuvre,Superstructure,Appuis de fenêtres,ml,simple,Fourniture matériaux neufs,13.48
Maçonnerie - Gros œuvre,Superstructure,Appuis de fenêtres,ml,simple,Pose matériaux neufs,3.99
Maçonnerie - Gros œuvre,Superstructure,Appuis de fenêtres,ml,simple,Pose + fourniture,17.47
Maçonnerie - Gros œuvre,Superstructure,Appuis de fenêtres,ml,simple,Dépose + fourniture + pose,18.59
Maçonnerie - Gros œuvre,Superstructure,Seuil de porte,ml,simple,Dépose matériaux sinistrés,6.74
Maçonnerie - Gros œuvre,Superstructure,Seuil de porte,ml,simple,Fourniture matériaux neufs,22.22
Maçonnerie - Gros œuvre,Superstructure,Seuil de porte,ml,simple,Pose matériaux neufs,10.19
Maçonnerie - Gros œuvre,Superstructure,Seuil de porte,ml,simple,Pose + fourniture,32.41
Maçonnerie - Gros œuvre,Superstructure,Seuil de porte,ml,simple,Dépose + fourniture + pose,39.15
Maçonnerie - Gros œuvre,Superstructure,Lit de ferraillage,m²,simple,Dépose matériaux sinistrés,0.38
Maçonnerie - Gros œuvre,Superstructure,Lit de ferraillage,m²,simple,Fourniture matériaux neufs,25.4
Maçonnerie - Gros œuvre,Superstructure,Lit de ferraillage,m²,simple,Pose matériaux neufs,2.18
Maçonnerie - Gros œuvre,Superstructure,Lit de ferraillage,m²,simple,Pose + fourniture,27.59
Maçonnerie - Gros œuvre,Superstructure,Lit de ferraillage,m²,simple,Dépose + fourniture + pose,27.97
Maçonnerie - Gros œuvre,Superstructure,Plats carbones,m²,simple,Dépose matériaux sinistrés,0.0
Maçonnerie - Gros œuvre,Superstructure,Plats carbones,m²,simple,Fourniture matériaux neufs,203.74
Maçonnerie - Gros œuvre,Superstructure,Plats carbones,m²,simple,Pose matériaux neufs,1.0
Maçonnerie - Gros œuvre,Superstructure,Plats carbones,m²,simple,Pose + fourniture,204.74
Maçonnerie - Gros œuvre,Superstructure,Plats carbones,m²,simple,Dépose + fourniture + pose,204.74
Maçonnerie - Gros œuvre,Superstructure,Tirant,ml,simple,Dépose matériaux sinistrés,10.38
Maçonnerie - Gros œuvre,Superstructure,Tirant,ml,simple,Fourniture matériaux neufs,284.87
Maçonnerie - Gros œuvre,Superstructure,Tirant,ml,simple,Pose matériaux neufs,25.23
Maçonnerie - Gros œuvre,Superstructure,Tirant,ml,simple,Pose + fourniture,310.1
Maçonnerie - Gros œuvre,Superstructure,Tirant,ml,simple,Dépose + fourniture + pose,320.47
Maçonnerie - Gros œuvre,Superstructure,Prédalles,m²,simple,Dépose matériaux sinistrés,0.75
Maçonnerie - Gros œuvre,Superstructure,Prédalles,m²,simple,Fourniture matériaux neufs,36.71
Maçonnerie - Gros œuvre,Superstructure,Prédalles,m²,simple,Pose matériaux neufs,11.99
Maçonnerie - Gros œuvre,Superstructure,Prédalles,m²,simple,Pose + fourniture,48.7
Maçonnerie - Gros œuvre,Superstructure,Prédalles,m²,simple,Dépose + fourniture + pose,49.45
Maçonnerie - Gros œuvre,Superstructure,Elements en pierre,m²,simple,Dépose matériaux sinistrés,13.57
Maçonnerie - Gros œuvre,Superstructure,Elements en pierre,m²,simple,Fourniture matériaux neufs,26.4
Maçonnerie - Gros œuvre,Superstructure,Elements en pierre,m²,simple,Pose matériaux neufs,95.37
Maçonnerie - Gros œuvre,Superstructure,Elements en pierre,m²,simple,Pose + fourniture,121.76
Maçonnerie - Gros œuvre,Superstructure,Elements en pierre,m²,simple,Dépose + fourniture + pose,135.33
Maçonnerie - Gros œuvre,Superstructure,Aggrafage,ml,non matérielle,Dépose matériaux sinistrés,3.44
Maçonnerie - Gros œuvre,Superstructure,Aggrafage,ml,non matérielle,Fourniture matériaux neufs,3.44
Maçonnerie - Gros œuvre,Superstructure,Aggrafage,ml,non matérielle,Pose matériaux neufs,3.44
Maçonnerie - Gros œuvre,Superstructure,Aggrafage,ml,non matérielle,Pose + fourniture,3.44
Maçonnerie - Gros œuvre,Superstructure,Aggrafage,ml,non matérielle,Dépose + fourniture + pose,3.44
Maçonnerie - Gros œuvre,Superstructure,Balcons (bois),m3,simple,Dépose matériaux sinistrés,152.28
Maçonnerie - Gros œuvre,Superstructure,Balcons (bois),m3,simple,Fourniture matériaux neufs,278.88
Maçonnerie - Gros œuvre,Superstructure,Balcons (bois),m3,simple,Pose matériaux neufs,90.96
Maçonnerie - Gros œuvre,Superstructure,Balcons (bois),m3,simple,Pose + fourniture,369.84
Maçonnerie - Gros œuvre,Superstructure,Balcons (bois),m3,simple,Dépose + fourniture + pose,522.13
Maçonnerie - Gros œuvre,Superstructure,Balcons (béton),m²,simple,Dépose matériaux sinistrés,5.46
Maçonnerie - Gros œuvre,Superstructure,Balcons (béton),m²,simple,Fourniture matériaux neufs,42.73
Maçonnerie - Gros œuvre,Superstructure,Balcons (béton),m²,simple,Pose matériaux neufs,21.17
Maçonnerie - Gros œuvre,Superstructure,Balcons (béton),m²,simple,Pose + fourniture,63.9
Maçonnerie - Gros œuvre,Superstructure,Balcons (béton),m²,simple,Dépose + fourniture + pose,69.36
Maçonnerie - Gros œuvre,Superstructure,Poutres (béton),ml,simple,Dépose matériaux sinistrés,3.26
Maçonnerie - Gros œuvre,Superstructure,Poutres (béton),ml,simple,Fourniture matériaux neufs,22.65
Maçonnerie - Gros œuvre,Superstructure,Poutres (béton),ml,simple,Pose matériaux neufs,14.61
Maçonnerie - Gros œuvre,Superstructure,Poutres (béton),ml,simple,Pose + fourniture,37.26
Maçonnerie - Gros œuvre,Superstructure,Poutres (béton),ml,simple,Dépose + fourniture + pose,40.52
Maçonnerie - Gros œuvre,Superstructure,Poutres (bois),ml,simple,Dépose matériaux sinistrés,8.51
Maçonnerie - Gros œuvre,Superstructure,Poutres (bois),ml,simple,Fourniture matériaux neufs,9.08
Maçonnerie - Gros œuvre,Superstructure,Poutres (bois),ml,simple,Pose matériaux neufs,0.43
Maçonnerie - Gros œuvre,Superstructure,Poutres (bois),ml,simple,Pose + fourniture,9.51
Maçonnerie - Gros œuvre,Superstructure,Poutres (bois),ml,simple,Dépose + fourniture + pose,18.02
Maçonnerie - Gros œuvre,Superstructure,Poutres (métalliques),kg,simple,Dépose matériaux sinistrés,0.06
Maçonnerie - Gros œuvre,Superstructure,Poutres (métalliques),kg,simple,Fourniture matériaux neufs,2.52
Maçonnerie - Gros œuvre,Superstructure,Poutres (métalliques),kg,simple,Pose matériaux neufs,0.5
Maçonnerie - Gros œuvre,Superstructure,Poutres (métalliques),kg,simple,Pose + fourniture,3.03
Maçonnerie - Gros œuvre,Superstructure,Poutres (métalliques),kg,simple,Dépose + fourniture + pose,3.08
Maçonnerie - Gros œuvre,Superstructure,Poteaux (métalliques),kg,simple,Dépose matériaux sinistrés,0.06
Maçonnerie - Gros œuvre,Superstructure,Poteaux (métalliques),kg,simple,Fourniture matériaux neufs,2.52
Maçonnerie - Gros œuvre,Superstructure,Poteaux (métalliques),kg,simple,Pose matériaux neufs,0.5
Maçonnerie - Gros œuvre,Superstructure,Poteaux (métalliques),kg,simple,Pose + fourniture,3.03
Maçonnerie - Gros œuvre,Superstructure,Poteaux (métalliques),kg,simple,Dépose + fourniture + pose,3.08
Maçonnerie - Gros œuvre,Superstructure,Poteaux (béton),ml,simple,Dépose matériaux sinistrés,0.03
Maçonnerie - Gros œuvre,Superstructure,Poteaux (béton),ml,simple,Fourniture matériaux neufs,64.01
Maçonnerie - Gros œuvre,Superstructure,Poteaux (béton),ml,simple,Pose matériaux neufs,4.97
Maçonnerie - Gros œuvre,Superstructure,Poteaux (béton),ml,simple,Pose + fourniture,68.98
Maçonnerie - Gros œuvre,Superstructure,Poteaux (béton),ml,simple,Dépose + fourniture + pose,69.0
Maçonnerie - Gros œuvre,Superstructure,Poteaux (bois),m3,simple,Dépose matériaux sinistrés,157.07
Maçonnerie - Gros œuvre,Superstructure,Poteaux (bois),m3,simple,Fourniture matériaux neufs,268.95
Maçonnerie - Gros œuvre,Superstructure,Poteaux (bois),m3,simple,Pose matériaux neufs,36.59
Maçonnerie - Gros œuvre,Superstructure,Poteaux (bois),m3,simple,Pose + fourniture,305.54
Maçonnerie - Gros œuvre,Superstructure,Poteaux (bois),m3,simple,Dépose + fourniture + pose,462.62
Maçonnerie - Gros œuvre,Superstructure,Panneaux préfabriqués,m²,simple,Dépose matériaux sinistrés,6.04
Maçonnerie - Gros œuvre,Superstructure,Panneaux préfabriqués,m²,simple,Fourniture matériaux neufs,84.57
Maçonnerie - Gros œuvre,Superstructure,Panneaux préfabriqués,m²,simple,Pose matériaux neufs,9.39
Maçonnerie - Gros œuvre,Superstructure,Panneaux préfabriqués,m²,simple,Pose + fourniture,93.96
Maçonnerie - Gros œuvre,Superstructure,Panneaux préfabriqués,m²,simple,Dépose + fourniture + pose,100.0
Maçonnerie - Gros œuvre,Superstructure,Béton coulé en place,m3,simple,Dépose matériaux sinistrés,26.84
Maçonnerie - Gros œuvre,Superstructure,Béton coulé en place,m3,simple,Fourniture matériaux neufs,175.72
Maçonnerie - Gros œuvre,Superstructure,Béton coulé en place,m3,simple,Pose matériaux neufs,12.1
Maçonnerie - Gros œuvre,Superstructure,Béton coulé en place,m3,simple,Pose + fourniture,187.82
Maçonnerie - Gros œuvre,Superstructure,Béton coulé en place,m3,simple,Dépose + fourniture + pose,214.66
Electricité,Equipements divers,Tableau électrique équipé logement<100m²,U,simple,Dépose matériaux sinistrés,0.08
Electricité,Equipements divers,Tableau électrique équipé logement<100m²,U,simple,Fourniture matériaux neufs,52.7
Electricité,Equipements divers,Tableau électrique équipé logement<100m²,U,simple,Pose matériaux neufs,0.06
Electricité,Equipements divers,Tableau électrique équipé logement<100m²,U,simple,Pose + fourniture,52.76
Electricité,Equipements divers,Tableau électrique équipé logement<100m²,U,simple,Dépose + fourniture + pose,52.84
Electricité,Equipements divers,Tableau électrique équipé logement>100m²,U,simple,Dépose matériaux sinistrés,0.22
Electricité,Equipements divers,Tableau électrique équipé logement>100m²,U,simple,Fourniture matériaux neufs,137.02
Electricité,Equipements divers,Tableau électrique équipé logement>100m²,U,simple,Pose matériaux neufs,0.15
Electricité,Equipements divers,Tableau électrique équipé logement>100m²,U,simple,Pose + fourniture,137.17
